text,label
 ভারতের অত্যাধুনিক টি বিমানের হামলার কোনো উওর নেই আর ভাব চোদায় পাকিস্তান এই টি বিমান ভারী গোলাবর্ষন সাবমেরীন পরমানু নিক্ষেপ করে পাকিস্তান ও পাকিস্তান জারজদের নিমেশে ধ্বংশ করতে প্রস্তুত ,0
 অধিনায়ক ছাড়াই সে ভাল খেলবে ,1
 রানে লিড নিয়েছে আর উইকেট খোয়া গেছে টা তার পরও কি খুসি সুবিধা জায়গায় কে আছে নিউজিল্যান্ড না পাকিরা হায়রে পাক মিডিয়া কি দেশ প্রেম স্যালুট তোমাদের ,1
 আমার প্রিয় খেলোয়াড় সাকিব । তার পর ম্যাশ ভাই ,1
তাই তার মা ও বোনকে নিজ বাসায় একদিন নাজেহাল হতে হয়েছিলো এই ছেলেটি যেই রাজনৈতিক দল করে সেই দলেরই বিপক্ষ গ্রুপের হাতে। এই অপমান সহ্য করতে না পেরে ছেলেটির মা ও বোন বাসা ছেড়ে অন্য বাসায় গিয়ে উঠেছিলো অভিমান করে ,0
 আপনার টুটের উপর তিলটা খুব সুন্দর লাগছে ,1
 বাংলদেশ সহ বিশ্বের উন্নত অস্ত্র প্রযুক্তি ও আধুনিক অস্তের খুটিনাটি নিয়ে খোলামেলা আলোচনা সম্পূর্ণ বাংলায় পাবেন এই পেজে লাইক দিন ,1
 ড়া খাইয়া আর খেতে চাই নেইমারের গুল বেশি মজা লাগে তাদের ,1
বিগত বছর আপনার এক রূপ দেখেছেন জনতা। আগামীতে হয়ত আপনার স্বরূপ দেখা যাবে। যান এগিয়ে আপনার জয় কেউ ঠেকাতে পারবে না। ,0
 আমরা চাই রোহাঙ্গাদের কে বাংলাদেশে ডুকতে দেয়া হওক। ,1
 ওর গর্বের বিষয়। আপনি যুবক হয়েও পারবেন্না। আপনার সাথে তো দারা বেই না ,0
 বেচে থাকো বাবা হাজার বছর। ,1
 এসব গুজব বলে শুধু বাংলাদেশী অনলাইন নিউজ পোর্টালগুলোতে সস্তা ঝর তুলতে পারবে বাস্তবে আমেরিকাতে কিছুই হবেনা। ,0
 চাইতে দেখি এই এর বেশি। জাদু করছ আমারে একটু বল। ,1
 মামা তারাতারি আসো অার ভাল লাগেনা ,0
 চুদে চুদে লাল করে দাও পাকিকে ,0
 নাস্তিক প্রথম আলো আল্লাহ তোদেরকে হেদায়েত দান করুক । এই সব খবর খুব ঘটা করে ছাপাও না । আর তেমার বিভিন্ন আব্বারা মুসলমানদের মেরে শেষ করে দিচ্ছে সে গুলো তোদের চোখে পরেনা ,0
 প্লিম জগত এ মা বোন পরিচয় আছে নাকি কয় দিন পর শাকিব দিঘি জুটি বাদবে ,0
 ভাই আমিও আছি আপনাদের সাথে এই অনভিঙ্গ টিমমেনেজমেন্টের বিরুদ্ধে রাস্তায় নেমে প্রতিবাদ করতে আপনারা সবাই সরব হন এখনই উপযুক্ত সময় ,1
 আমাকে টাকায় জিবি করে দেন দিনের জন্য। তাহলে আমি খুব খুশি হব ,1
 সাকিব ভাই তোমাকে ও তোমার কিউট মেয়েটাকে অনক সুন্দর লাগছে। ,1
 শালি কে গন ধষণ করা দরকার ,0
 কোন কাজ শুরু করা মানে অর্ধেক করা। বিএনপির শুরু হয়তো এজন্মে দেখে যেতে পারবো না। ,0
 ব্যাপার না আমরা ভালো খেলেছি।।।। তবে তুমি আজ উইকেট পেলে না তাই আমরা একটু চাপে ছিলাম ,1
 প্রতেক পেজে পেজে ছড়িয়ে দাও তোমার লেখা অনেক সুন্দর করে বাস্তবটা তুলে ধরার জন্য ধন্যবাদ ,1
 বর্মার মুসলমানদেরে জন্য সব মুসলিম দেশ এক হয়ে তাদের একটা সুন্দর সমাধান তাড়া তাড়ি দেওয়ার অনোরুধ জানাচ্ছি। ,1
 এইসব নিউজ কোন নিউজ পেপারে দেখিনা নয়া দিগন্ত পাকিস্তানের দালাল তাই পাকিস্তানের হয়ে মিথ্যা খবর প্রচার করে অতই যদি পারো তাহলে ভারত পাকিস্তানের যুদ্ধে ভারত বারই জয়ী। পাকিস্তানের খালি চাপাবাজিতে এগিয়ে ,0
 এই নামের পিলিয়ার আছে দুই আগে সুনেছি ,1
তাই রোহিঙ্গাদের পার্শ্ববর্তি দেশে পাঠানোর ব্যবস্হা করার চেয়ে তাদের সরকারকে চাপ দেয়া উচিত যেন রোহিঙ্গাদের মৌলিক অধিকার নিশ্চিত করা হ ,1
 আমি শয়তান দেখিনি তবে অনুমান করি শয়তান দেখতে মনে হয় হবুহু অংসান সুচির মতোই হবে। ,0
 বাংলাদেশে এ আইন চালু করা প্রয়োজন। ,1
 সুচিকে আগে ভালো লাগতো কিন্তু ওর নিরবতা প্রমাণ করে কুকুরের লেজ বছর পাইপের ভিতরে থাকলেও বাকা বাকাই থাকে।।।। ,0
 এর নোবেল পুরষ্কার কেড়ে নেওয়া হউক ,0
 কত হিসাব হল কোনো কাজ হবে না ,0
 তুমি ভালো আছো আপু তোমার অভি নয় খুব ভালো লাগে ।আমি কাথার থেকে বলছি ,1
 সুচির নোবেল কেড়ে নেয়া হোক। ,0
 ছবি মানুষ দেখে নাকি খানকিরা যৌনতা দেখায়। ,0
 আমরা চাই তাদেরকে সহযোগিতা করা হোক কেন না তারা মূসলমান তারা আমাদের ভাই আমরা আশা করি বাংলাদেশের সবাই একমত হবে। ,1
 ধান কাটার জন্য অপেক্কা করচে মনে হয়। বে জি।তার পর মাটে নামবে।হাহাহা ,0
 মরলে ওরে বুলেটপ্রুফ কবরে ঠুকাইছ রে তোরা শালা একটা বলদ।।।।। ,0
 পিলিজ বিবিসির কাচে আকুল আবেধন মায়ানমার মুসলিমদের সহোযোগিতা করোন সব দেশের সাথে এটু আলোচনা করোন আপনাদের সহোযোগিতা সবাই আসবে এনসোললাহ ,1
 আমরা ভাল ক্রিকেট দেখতে চাই।।। ,1
 মুসলমান মাত্রই ভীতু দুর্বল অক্ষম এবং হিজরে তার জ্বলন্ত উদাহরণ হল পাকিস্তান তালিবান বোকোহারাম ইত্যাদি কারন এরা পিছন থেকে হামলা চালায় সামনাসামনি মোকাবিলা করার ক্ষমতা এদের নেই আর কাংলাদেশীদের কথা না বলাই ভালো কারণ এরা হল পৃথিবীর মধ্যে দুর্বল এবং অসহায় আর ভারতীয়দের কাছে এরা হল শূয়োরের গূ যারা শুধু ফেসবুকে ঘেউ ঘেউ ছাড়া আর কিছুই করতে পারেনা ভয়ে বউয়ের শাড়ির ভিতরে গিয়ে লুকিয়ে পড়ে আর গরু চুরি করতে গিয়ে কূত্তার মত মারা পড়ে ,0
 সুদী উন্নুচা আর সুচী এই টাই শয়তান কোন কামের না ,0
 শাকিবুল হাছান তুমিধনী মানষ তাই লাইক দিলাম ,1
 মুসলিম হলে ভাবতো কি দরকার যারা বেচে আছে তাদের মাইরা সম্পদ গুলা দখল করি ,0
 এত সাজুগুজুু ভাল লাগে না ,0
 যেখানে মানবতা নেই সেখানে মানববন্ধন করে লাভ নেই।। ,0
 সভ্যতা আবিষ্কারের আগেও মনে হয় মানুষ এত জঘন্য ছিলনা।তাই সভ্য জাতি হিসাবে এই অসভ্য মায়ানমারদের লাথি মেরে দুনিয়া থেকে বার করে দেওয়ার জোড় দাবী জানাচ্ছি।মানুষ রুপী এই পিচাসদের উপর আল্লাহর লানত পরুক। ,0
 মুসলিমদের জন্য মন কাঁদলে একমাত্র জামাতেরই কাঁদে । তাহলে কি ধরে নিব মুসলিম বলতে আমাদের বাংলাদেশে শুধু কি জামায়াতই আছে ,0
 তাদেরকে আপাতত নিবন্ধিত করে আশ্রয় দিতে হবে তারপর বিশ্বের শক্তিধর দেশ ও সংঘটনের সাথে আলোচনা করে সমাধান দিতে হবে ,1
 তোর মতো ছাগল হুদা বেহুদা গাধাকে বিএনপি কেন যে মন্ত্রী বানিয়ে দেশ ও দলের টা বাজিয়েছে তা আমার মতো অনেকেরই বোধগম্য হচ্ছে না মানুষ তোর আর তোর হিজরা বাবা এরশাদের মধ্যে কোন তফাৎ খুজে পায় না আঃলীগ মার্কা গনতন্ত্রের চিন্তা না করে ভবিষ্যতে তোর বিপুল অবৈধ সম্পত্তি কি ভাবে রক্ষা করবি সেই চিন্তা কর শালা খবিশ ,0
 কাল ইংল্যান্ডের বিপক্কে জয় লাভ করবে টাইগারের। ইনশআল্লাহ। ,1
 মিম আপু আজ তোমাকে আনেক আনেক সুন্দর লাগছে। ,1
 ইহুদীকে ধংস করে দিতে হবে ,1
 ধন্যবাদ আপনার কাছে আরও একটি চাওয়া আমাদের সেটা হল নায়ক সালমান সা কে নিয়ে ইত্যাদি একটি প্রতিবেদন করছিল তার মৃত্যর পর ওই প্রতিবেদন টা যুদি আবার আমাদের দেখার সুজোক করে দিতেন দয়া করে। ,1
 আবসেসে কেউ তো প্রতিবাদ করলো। মনে তো হচ্ছিলো অনলাইনে ছাড়া এদেশে বাস্তবে মুসলমান নাই তবে এখন শান্তি পাচ্ছি। ,0
 ঠান্ডা মাথায় খেলা অত্যন্ত জরুরি আপনার জন্য ,1
 আসা করি ভাল কাজ করবে টামপ ,1
 সুচি লেডি হিটলারের ভূমিকায় অবতীণ হয়েছে। ,0
মানুষ হিসেবে মানুষের পাশে দাড়ানো মানুষের নৈতিক দায়িত্ব। ,1
 আমাদের সরকার আনেক ভালো তিনি মানুষকে ভালো বাসে ,1
 চামচার বাইচ্চা জুতা পিটা লিগের বউ মুিরা খেয়েচে তোর আর বেশিদিন বাকি নাই ,0
 আ লীগরা যেমন ভোটাধিকার কেড়ে ও ভোট চুরি করে যেমন নিজের উন্নায়ন করেছে তেমন দেশের সম্পদ লুটপাট করে নীজের সম্পদ বাড়াচ্ছে।দেশের জনগন পেয়েছে রক্ত খুদা জেল জুলুম। ,0
 অল্প রানে আমরা জিতে যাব ইনশাআল্লাহ ,1
এরা হাতি নয় মানুষ। এদেরকে তো আর বঙ্গবাহাদুর নামে ডাকা যাবেনা। এদের লাইভ ভিডিও টেলিকাস্ট করার মত মানবতা হাতিবতার মতো কোন চ্যানেলের এই দেশে অন্তত নেই। ,0
 মানবিক দিক ছিন্তা করে ঠেকানো দরকার নই। ,0
 এই বার বুজলাম তুই মানুষ না আওয়ামিলীগ আর কস লীগ করি না হালার পো মেন্টাল। ,0
 এখানে কোন কাজ নাই ভাই ও বোন আসবেন না বিনিত অনুরোধ ,0
পৃথিবীর বুকে বাংলাদেশকে উঁচু করে তুলে বাংলাদেশের চির গর্বের মুকুট হয়ে পৃথিবী আলোকিত করবে। ,1
 খুবই ভালো মানুষ ছিলেন। ওনি। ,1
 জঙ্গিরা শুধু পারবে ইরাক আফগানিস্তানের আর পাকিস্তানের মসজিদ কিংবা কুনো দেশে মুসলিমরা শান্তিতে আছে চে দেশে বোম মারতে আর যে দেশে মুসলিমরা নির্যাতিত হচ্চে সে দেশে হামলা কর্তে পারবে না ,0
 আমি একজন তবে নেইমারের জন্য খারাপ লাগতেছ । ,0
 বাংলাদেশের সকল বৌদ্ধদের আগুন দিয়া পুরাইয়া নাফনদী ফেলে সেখানে রোহিংগা মুসলিমদেরকে জায়গা করে দেওয়া অতীব জরুরী। ,1
 গেইল এর নাই কোন বেইল ,0
 আমার খুব প্রিয় মডেল আমি খুব ভালো বাসি মিম আপু ,1
 জিনিস তো পেল কিন্তু ইজত ফিরে পাবিনা সালা বলদ রা ,0
 তারুন্যের অহংকার আগামীর রাষট্র নায়ক তারেক জিয়ার নির্দেশ মোতাবেক কাজ করতে হবে।তাহলে সফল ,1
 আরে ভাই তারে তো দেখতেই একটা শূকন এর মত লাগে। ,0
 অপুরন্ত শ্রদ্ধা ভক্তি ও ভালবাসা জানায় এই সাহসী সন্তানকে। যিনি অনুপ্রানিত করত বিশ্বের কোটি কোটি মানুষকে। ,1
 কাপুরুস রা সাধারন মানুষ মাইরা বড় কখা কয় ,0
 ভাই তুই মেসির সাথে থেকে তুই চোর হয়ছিস সৎ সঙ্গে স্বর্গে বাস অসৎ সঙ্গে সর্বনাশ ,0
 বাপ বেটিকে খুব সুন্দর লাগছে ,1
 স্যালুট তোমায়। তবে ডাকাতগুলো যে দলেরই হোকনা কেন তাদের পিষেই ফেলতে হবে। বিশেষ করে অস্ত্রসহ ধরা খেলেতো কথাই নেই জনগণই তাদের পিষে ফেলবে। ,1
 মুসলমানদের মনবতা আছে বলেই বাংলার এই গুটি কয়েক বৌদ্ধরা শান্তিতে আছে। ,1
 পুষা প্রাণির মায়া কটানো কঠিন কিন্তু টাকা দিয়ে তা পূরণীয় নয় ,0
 বিএনপি আবারো জয়লাভ করবে ইংশাআললাহ ,1
 রোহিঙ্গাদের জন্য আমাদের সীমান্ত খুলে দেয়ার দাবী যারা করছেন তাদের বাস্তববাদী হতে অনুরোধ করছি।আপনাদের মানবতাবোধের প্রতি গভীরতম শ্রদ্ধা রেখেই আমি এর সাথে দ্বিমত প্রকাশ করছি।সীমান্ত খুলে দিলে দলে দলে রোহিঙ্গারা বাংলাদেশে প্রবেশ করবে এবং মায়ানমার সরকারের রোহিঙ্গা বিতারন কর্মসূচী বাস্তবায়ন হবে। আমরা অতীতে সিমান্ত খুলে যে শিক্ষা অর্জন করেছি তা মনে রাখতে সবাইকে অনুরোধ করছি। আমাদের উচিত মানবিক সাহায্য দেয়া আরাকানে রোহিঙ্গা নির্যাতনের প্রতিবাদ করা রোহিঙ্গাদের মাটি কামড়ে আরাকানে থাকতে সাহস যুগিয়ে মায়ানম ,1
 নিজ দেশের গণতন্ত্র নিয়ে আগে লিখ তার পর অন্য দেশে হাত দিও শালা চুটিয়ার দল প্রথম আলো ,0
 ইংল্যান্ডকে রানে হারালো বাংলাদেশ। সিরিজে সমতায় ফিরলো টাইগাররা। মিরপুরে ইংল্যান্ডের বিপক্ষে প্রথম জয়। ,1
 যারা রোহিঙ্গাদের আস্রয় দিতে ইচ্ছুক তারা যেন রোহিঙ্গাদের তাদের বাসায় নিয়ে আশ্রয় দেয়। ,0
 প্রথম আলো নিজের চরকায় তেল দাও। ,0
 হারাইয়া দিল মাশরাফি বাহিনী আর সেই খুশিতে নাচতাছে সারা বাংলাদেশ ,1
 ওকে জুতা মারার জন্য টাকা হাজিরার শ্রমিক দরকার আমার। ,0
 ফেন্স তোমাদের জন্য নিয়ে এলাম একটি সুন্দর পেজ। হাজারো অভিমানি ভালোবাসার গল্প পড়তে আমাদের এই পেজে একটা লাইক দাও প্লিজ এই পেজে একটা লাইক দাও ? ,1
 এই সালাম মিথ্যা বাদী পত্রিকা সময়ের কন্ঠ মানুষ কে আর কত চোদূ বানাবে।।। ,0
 ধারায় নয় ওর মত মালাউল কে ধারায় দেওয়া উচিত ছিলো । ,0
আওয়ামীলিগ থাকলে সেনাবাহিনী কোন প্রয়োজন নেই। ,0
 আরও কিছু করা যায় না????? ,0
 বাংলাদেশ সরকার আরো কঠোর হতে হবে ,1
 আপনিও চোখে মনে হয় কিছু দিছেন এরা যে মসজিদের ইমামকে হত ্যা করছে সেটা কি আপনি দেখনি শুনেন এটা হলো সন্ত্রাসী কর্মকাণ্ড এরা কারো জন্য ভালো নয় সব কিছুতে অন ্যদের অধিকার দেখেন কিন্তু আপনেরা মুসলিমদের উপর অত ্যাচার দেখেননা কারণ আপনেরা হলেন সাম্প্রদায়িক দালাল যারা সব সময় মুসলিমদের মৃতু ্যতে হাততালি দিতে পারেন অন ্যদের জন ্য নয় । ,0
 এমন টাই ছাই ছি ভাই ,1
 যেদিকে হালুয়া বিরানী দেখা সেদিকে চাম চামি কর তোমার মত নেতার মুখে নীতি কথা মানায় না ,0
 শুভেচ্ছা ওবায়দুল কাদের কে দলের সাধারণ সম্পাদক হওয়ায় তাকে অভিনন্দন ,1
 আমার সবচেয়ে প্রিয় ও জি পি আপনার সব প্যাকেজ আনলিমিটেড চাই ,1
 তে টুইন টাওয়ারে হামলা হয়নি ভায়া তথ্য প্রদানে আরও যত্নবান হউন ,0
 পাকিস্তান তো ছবি প্রকাশ করে তোরা খানকির পোলারা পারলে ছবি প্রকাশ কর পারোছ না কারণ তোদের খবর মিথ্যা। ,0
 সাংবাদিক দেখি সাংগাতিক খবর দিল সালারা আর কোন ভাল খবর তদের কাছে নাই ,0
আজ দাদার ভয়ে চুপচাপ হয়ে থাকতেই হয় যদি তবে কেন আজো আগলে রেখেছো স্বাধীন দেশের গদি? ,0
 রান হলে খেলা জিতবে ইংশাআললা। ,1
 একজন টং দোকানের চা বিক্রেতা মূর্খকে প্রধানমন্ত্রী বানিয়ে ভারতীয় জনগণ মাশুল দিচ্ছে। ,0
আগামি ম্যাচে মোশাররফ রুবেলের জায়গায় নাসিরকে দেখিতে মন চাইতেছে ,1
 আমি মনে করি মুসলমান দের বিপদ এর সময় আমাদের মুসলিম দেশ হিসাবে পাশে দারানো উচিত। ,1
মাদ্রাসা থেকে স্নাতকোত্তর ডিগ্রী অর্জন করা কোন ব্যক্তির চিন্তাধারা সব দিক থেকে বিকশিত হলেও ধর্মীয় চেতনা থেকে বের হয়ে আসতে পারেন না। ,0
 আমি নির্বাক এখন টাম্পের পক্ষে। টাম্প কেয়ামতকে আগিয়ে আনবে। ,1
সবার আগে আমি আমরাআপনারা সকলে মানুষ। ,1
 তবে রাষ্ট্রদূতেরর কান্নাটা আমার কাছে মনে হয়েছে তারা রাষ্ট্রদূত হলেও নারীই থেকে গেছে ,0
 টাকায় টাকার বেশি লাভ সুদের সমান ,1
 কি দরকার টেনসন করিস না। কোন বিচার হবে না। ,0
 তার চেহারায় আমি শান্তিতে নোবেলজয়ী কাউকে দেখছিনা দেখছি একটা নিষ্ঠুর ডাইনীকে ,0
 অদলে বদল বাংলাদেশে যা হচ্ছে মিয়ানমারে তাই হচ্ছে।।।অদলে বদল।। ,1
 বিশ্ব একজন সংগ্রামি নেতাকে হারাল ,1
 জি ভাই সেইটা আশা করি ইনশাআল্লাহ ।কিন্তু ভাই এক টা ছিল কেন জানি মনে হয় আমাদের কোচ একটু বেশি উপরে উঠে গেল না ।বলছি এই কারণে ।আলামীন।কে তার ভাল লাগে না আর রুবেল কেন বাধ দেয়া হল ।মনে হয় আমাদের নিবাচক ফারুক ভাইকে আনতে হবে ।আজকের খেলা টা হারলাম কারন সাবির যদি এক রান না নিত তাহলে আমরা জিততে পারতাম ,1
 কি বলেন স্বপন ভাই আপনার মত গান্জা খাওয়ার সৌভাগ্য আমার হয় নাই ,0
 আল্লাহ তুমি এদের সাহায্যে করুন ? ,1
 তুরস্ক নিয়ে মাথা ব্যাথা কিন্ত আমাদের দেশে যে এর চেয়ে বেশি হাজার হাজার বিরোধী দলের নেতা কমর্ী বিনা বিচারে জেলে পচেঁ মরতেছে তার তো কোন খবর আসেনা হলুদ মিডিয়া কোথাকার ,0
 ভাই ভালো বলেছেন একটু হাসতে পারলাম ,1
 ধন্যবাদ সাময়িক হলেও আশ্রয় দেওয়া হোক । ,1
 আমি মেডামের সাতে এক মত ,1
 হালার আবালের বাচ্চা উদ্দেগ তোগরে জুতাপেটা করতে মন চায় ,0
 বি শ্ব রাজনৈ তিক আশ্রয়টা কে যেখা নে মৌ লিক অধিকার ব লে সেখা নে জীবন বাচা নোর আশ্রয়টা তো শতগুন ে মৗলিক তবে দেশবাসী র ও বিশ্ব সহ যো গিতা নি তে হ বে ,1
 কি দিয়ে ডাকব অামি এই লজ্জা অামি ও যে মুসলমান। খোদা তুমি মানবতা কি উঠিয়ে নিলে কবু কি অার পাবনা মানবতার দেখা শুনবে না মোর অাকুল অাকুতি । তবে অামাকে বিলীন করে দাও অামি যে অার অাকুতি ও করতে পারব না চিন্তা থেকে রক্ত ঝরে অামাকে বিলীন করে দাও। ,0
 রোহিঙ্গাদের প্রতি মায়ানমার সরকারের আচরণ শিক্ষণীয় অঙ্কুরেই বিনাশ করো কাল সাপদের মুসলিমদের হল পৃথিবীর ক্যানসার স্বরূপ । দেশে তাদের আশ্রয় দেওয়া হবে শখ করে কালকেউটে পোষা বুদ্ধের মহিমায় পৃথিবী একদিন মুসলিম শূন্য হবে । ইনসা বুদ্ধ । ,0
 মাল্লুর বাচ্চা গুলো খেলা কিছুই বুঝে না ,0
 শালার মালু আগে গিয়ে তদের টয়লেট ঠিক কর। সালা বালকাতার মালুরা। ফকিরদের দল।তর জন্য বোতল গু মুএ পাঠিয়ে দিব তবুও আর গেওগেও করিস না ,0
 জায়গা দেয়া হউক কারন এরা মুসলিম।আমরাও মুসলিম প্রধান দেশ। ,1
 সত্য পথের সাথীদের আল্লাহ অবশ্যই সাহায্য করবেন। ইন সা আল্লাহ। ,1
 জনমত হল এবং টাকার নোট পুনরায় চালু করা হউক। ,1
 মুসলিমরা মরেতেছে আর মুসলিম বিশ্ব তাকিয়ে তাকিয়ে দেখেতেছে । ,0
 আনন্দে আটখানা রাজ দুলালী । আল্লাহ তাঁকে যেন হেফাজত করেন । ,1
 বিপিএল আপডেট দুপুর টা মিনিটে বিপিএলের য় ম্যাচে মুখোমুখি হবে খুলনা বনাম রংপুর এই ম্যাচের বল টু বল ফেইসবুক আপডেট পেতে আমাদের খেলাধুলার সব খবর এই পেইজে লাইক দিয়ে একটিভ থাকেন ,1
 আমি পাকিস্তানের বলদামি দেখে অবাক হচ্ছি ইন্ডিয়ার মত একটা বড় শক্তিশালী রাষ্ট্রের সাথে যায় যুদ্ধ করতে মানে চিন্তা করলেও হাসি পায়। যারা কিনা আমাদের সাথে যুদ্ধ করেও কুত্তার মত হেরে গেছে। ,0
 তুমি মাথায় দুপাটটা দিলে খুব সুনদর হইত ,1
 এরা কেমন নরপশু জিব হত্যা মহাপাপ অথছ শান্তি প্রিয় মুসলিমদের কে আগুনে পুড়িয়ে হত্যা করেছে। ,0
 আল্লাহ তুমি রোহিঙ্গা মুসলিমদের রক্ষা করুন। ,1
 এই সালা নাজমুল বেইমানকে এক টা কানে ধ রে লাথি মার ,0
 মাথা খারাপ আপনার । পানির নিচে টর্চ জ্বলে। ডাহা মিথ্যা কথা। ,0
 স্বাগতম আসুন আমরা পরশ পরকে ভাল বাসি। ,1
 তাদের কে যায়গা দেওয়া হোক বাংলাদেশে। ,1
 হে অাল্লাহ তুমি রোহিঙ্গাদের হেফাজত কর।অামিন। ,1
 একটা জাতিকে ধ্বংস করতে কিছুই দরকার হয় না। বিবেক টা একটু নোংরা করলেই চলে। ,0
 তাদেরকে আশ্রয় দেয়া হক যেন তারা সুরক্ষিত থাকে অল্প দিনের জন্ন।আবার পিরে যাবে তারা আসুন আমরা সবাই মিলে আশ্রয় দেই তাদের। ,1
 ইন্ডিয়ান হারামির বাচ্ছা মালুদের মরার সংবাদ শুনলে মনে শান্তি পায় ,0
 সাকিবের ক্যাচটা ধরে দিলে ম্যাচ জিতে যেতাম। ,1
 যেখানে দেশের আমলা মন্ত্রিরা মিথ্যা বলে সেখানে শিশুরা ত হাতে খেলনা মোবাইলের মত যা টিপবেন তাই বাজাবে আর তাছাড়া শিশুর মায়ের মাথায় ত ভারতীয় সিরিয়ালের কুটনিতী আছেই ,0
 গানটা আসিফ ভাই গাইলে ভাল হত ,1
 মানুষের জীবনে বাস্তবতাকে নিয়ে বেচে থাকতে হয় ,1
 সাবাস সাকির বাই কছে টার জন্য ,1
 এতদিনে একটা ভালো শিরোনাম দিলেন।। ,1
 এদের জন্যই নাসিরাবাদের মত ঘটনা সৃষ্টি হয়। সব ধর্মের মধ্যে সম্প্রীতি বজায় রাখাটা জরুরী। ,1
 দিনে একটি হলে ভাল কাজ করুন ,1
 বিপদের দিনে মানুষের পাশে দাড়ানোই প্রকৃত মানুষের কাজ। ,1
 বিদ্যা তোমাকে মহা অষ্টমীর শুভেচ্ছা। ,1
 রামপাল এই বিদ্যুৎ কেন্দ্র চাই এবং সুন্দরবনের সুরক্ষিত চাই । ,1
 তুমিই গর্ব তুমিই অহংকার সাকিব্বাই ,1
 মেয়ে মানুষ এর বুদ্ধি হাটুর তোলে ,0
 ভাই ওমানে এসে নিজের কপাল খারাপ করবেন না। সুদের টাকা নিয়ে ওমানে এসে। পরে নিজের বাড়িটি বেচে দিতে হবে সুদের টাকা। কারন এদেশের আরবি গুলো গরিব। কাজে টাকাও ঠিক ভাবে দিতে চায়না। এরা চায় আমাদেরকে দিয়ে ফ্রি কাজ করাতে। কাজ নাই সমস্যা অনেক। তার মাঝে ভিসা লাগানের টাকা বাড়িয়ে দিয়েচে। ,0
 বাংলাদেশের মোসলমান আর বার্মার সরকারের সাথে নীতিগত মিল প্রচুর। এ দেশের মুমিনরা বলে হিন্দুরা নিজেদের মন্দিরে আগুন দেয় মূর্তি ভাঙ্গে। দোষ দেয় দেশের পিস ফাকার মুসলিম জনগনের। এভাবেই তারা বাংলাদেশে সাম্প্রদায়িকতার বীজ ছড়াচ্ছে। মায়ানমারের সরকারও বলছে রেহিঙ্গারা নিজেদের বসত বাড়িতে নিজেরা আগুন দিচ্ছে মায়ানমারের মত অসাম্প্রদায়িক একটি দেশকে অস্থিতিশীল করার জন্য। এটাকেই বলে যেমন কুকুর তেমন মুগুর। ,0
 দেশেনেএি বেগম খালেদা জিয়া আপনাকে অনেক ধন্যবাদ আপনি চালিয়ে জান এবং আমাদের কে চালিয়ে যাওয়ার সুযোগ দিন আমরা তো আপনার অপেখ্যা আছি ,1
 যা দেখি তুমি তার চাইতেও সুন্দর ,1
 পশ্চিমাদের স্বার্থ রক্ষা না করলেই সে দেশে মানবতা নাই আইন নাই ইত্যাদি।প্রথম আলোর কি কাজ কাম নাই।শুধু শুধু অন্য দেশ এর পেছনে লাগে।নিজের দেশের সমস্যা কি সমাধান হয়ে গেছে? ,0
 ফুল মানায় গাছে আর পাখি মানায় আকাশে। ,1
 মজার মজার গল্প নিউজ আর ভুত পড়তে নিচের পেইজে এক্ষুনি লাইক দিয়ে আসুন।মিস না করতে চাইলে পেইজের প্রতিটি পোস্ট এ লাইক দিয়ে সাথে থাকুন।ভালো লাগলে অবশ্যই লাইক দিয়ে আসবেন। ,1
 মেহেদি হাসানের দারুন ফিনিশের কারনে ,1
 এই জার্সিতে গত আসরে সিলেট সুপারস্টারের হয়ে মাট মাতিয়েছিলেন শহীদ আফ্রিদি ,1
 এই জানোয়ারের নোবেল শান্তি পুরস্কার কেড়ে নেওয়া উচিৎ। ,0
 সারা পৃথিবীতে জঙ্গিদের নিধন হচ্ছে তাই সারা পৃথিবীতে জঙ্গিরা জনপ্রিয় হচ্ছে অসাধারণ ,1
 স্যারকে ভাল লাগে কারন উনি দেশপ্রেমিক।যতদিন ক্ষমতায় থাকবেন ততদিন দেশের উন্নতি হবে। স্যারের দীর্ঘায়ু কামনা করি। ,1
 মুসলমানদের বীর সাহসী তুরস্ক সরকার বিশ্বের যে কোন দেশের মুসলমানের বিপদ এর সময় কান্নায় ভেঙে পড়েন হাজার সালাম মুসলমানের রাষ্টনায়ক আপনাকে কাস মুসলমানের দেশে এমন হতো বাংলাদেশ মুসলিম জনতার পহ্ম থেকে এরদোগান জিন্দাবাদ। ,1
 লজ্জা হয় আমরা এই দেশের নাগরিক ,0
 বরাবরের মত প্রত্যেকটা পর্বই অনেক সুন্দর ও শিক্ষনীয় ছিল। ,1
আহমদ যেমন নবি নয় তেমনি নবি নয় মুহম্মদও। ,0
 গেইল খেললেই যে ঝড় তুলবে এই কথাটা ঠিকনা ,0
রাষ্ট্রীয় হত্যাযজ্ঞের শিকার মায়ানমারের মুসলমানদের তুমি রক্ষা কর তাদের প্রতি রহম কর আমীন। ,1
 সব মাছই খালেদা হাসিনা গু খায় নাম হয় খালি পাঙ্গাশ এরশাদ মাছের। ,0
 ভারতীয় মালুরা খোলা আকাশের নিচে বসে হাগু করতে ভয় পাচ্ছে মাথার উপর পাকিস্তানি মিসাইল এসে পরে কি না তাই। ,0
